Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,Henry's constant: mol/(m^3 Pa),D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
HIWLUW_clean,3.86603,4.95507,1077.39,0.5861,0.34376437945,2.25E-08,5.77E-08,1.75E-19
HIWMAD_clean,6.97087,7.31882,2937.65,0.60446,0.52456822383,0,0,1.66E-09
HIWXER01_SL,2.42446,3.06773,1822.58,0.33196,0.066120996601,0,0,6.88E-11
HIWXER_clean,2.50066,3.0078,905.523,0.33236,0.048413384516,0,0,0
HIXDOH01_manual,2.78782,4.75325,786.552,0.51182,0.46207508573,0,3.58E-23,0
HIXDOH_clean,2.79007,3.83798,393.561,0.32244,121.67037907,0,0,8.81E-11
HIYBUN_clean,9.63453,9.77457,3861.58,0.6186,0.062951400305,3.52E-08,0,0
HIYGIH_clean,6.37367,17.33657,16275.4,0.7314,0.21650556116,0,4.82E-119,0
HIYLUY_clean,3.0891,4.88259,7303.15,0.43908,0.15712639497,0,0,4.36E-08
HIYMAF_clean,3.08838,4.88875,7304.75,0.43434,0.16109524682,0,0,4.30E-08
HIYMEJ_clean,3.04458,4.85093,7180.18,0.4281,0.29895460639,0,0,2.83E-08
HIYYEU_clean,3.32727,4.1262,2837.41,0.40096,0.36798525002,1.75E-76,8.08E-09,1.26E-10
HIYZEV01_clean,3.12151,6.22151,1196.5,0.52854,0.44773042605,0,4.34E-08,0
HIYZEV_clean,3.23627,6.60793,1214.16,0.50744,0.72404400312,0,4.15E-08,6.28E-18
HIZQEN01_clean,3.69511,4.94084,609.29,0.53212,1.1091644485,2.57E-08,0,0
HIZQEN_clean,3.72142,4.94793,611.509,0.5343,1.0472809945,3.19E-08,0,0
HIZQUD_clean,4.89882,6.23418,1842.31,0.54028,0.6639074223,0,0,2.14E-178
HIZSEQ_clean,5.54322,8.40127,4783.14,0.70062,0.25994281596,5.08E-09,1.07E-08,5.15E-08
HIZTUG_clean,6.87837,14.50103,14185.8,0.58602,7.2691320459,0,0,2.20E-10
HOBBEF_clean,2.09781,4.49337,1790.73,0.4192,4.1838262882,0,2.80E-47,0
HOBGAH_clean,3.77937,4.59852,2876.45,0.39434,0.51809943807,0,1.29E-07,0
HOBGEL_clean,3.94811,4.69247,1530.26,0.43132,4.5285768425,0,2.12E-08,0
HOBGIP_clean,3.67879,4.44954,1254.38,0.38398,3.2378774111,2.48E-08,0,0
HOBGOV_clean,3.62028,4.28033,1274.66,0.38186,4.8982869483,3.31E-08,0,0
HOCDIO_clean,3.0549,4.1684,979.319,0.50358,0.49389218883,6.68E-16,1.34E-08,0
HOCDOU_clean,3.75286,4.88106,977.447,0.5393,0.16379447407,1.49E-52,2.80E-08,7.55E-08
HODWUS_clean,2.50158,4.58566,1598.65,0.48034,0.50166924934,0,0,0
HOFJIX_clean,8.09163,9.38178,11061.4,0.56136,0.27125565617,5.05E-09,0,0
HOFMAS_clean,2.31496,3.45465,4085.33,0.37276,0.65207930058,0,0,0
HOFSOL_clean,4.09651,6.16954,1899.72,0.6694,0.19164793909,2.16E-08,3.04E-08,7.16E-08
HOFSUS_clean,3.37245,4.34293,1561.56,0.5233,1.3675989719,5.48E-08,0,2.98E-42
HOGJET_clean,6.26729,9.90155,12491,0.70856,0.21574222086,0,1.39E-12,1.08E-07
HOGJIX_clean,5.74309,10.81305,6161.9,0.72204,0.14816559571,1.68E-08,1.60E-08,0
HOGJOD_clean,3.10706,4.51407,9004.48,0.4683,2.2747016439,0,0,0
HOGJUK_clean,3.44681,4.54343,5099.02,0.5399,0.096909393456,0,3.24E-220,9.11E-11
HOGLEV01_clean,5.45487,9.99571,5468.94,0.6867,0.56678386953,4.29E-09,4.01E-09,4.50E-08
HOGLEV_clean,8.65517,13.72996,24444.1,0.72048,0.37238900011,1.90E-10,5.99E-09,6.02E-09
HOGPUQ_clean,2.57714,3.98316,2660.91,0.40692,2.5778088546,2.16E-11,0,4.31E-31
HOGQAX_clean,2.57399,3.91464,2618.17,0.40126,4.3496265962,3.05E-12,0,5.19E-32
HOGQEB_clean,2.54189,3.99359,2724.23,0.41116,2.0173526936,9.46E-12,0,7.65E-32
HOGQIF_clean,2.79055,4.00696,1032.81,0.34378,1.0253398079,8.57E-10,0,0
HOGSIG_clean,3.19668,5.01969,1457.19,0.4977,0.37913457971,5.05E-30,5.46E-31,5.50E-31
HOGTOM_clean,5.07429,7.7987,2302.21,0.45106,0.08815505331,0,0,3.37E-08
HOHJAR_clean,2.21412,4.38481,1462.45,0.3957,2.695628261,0,0,0
HOHMEX_manual,14.48197,18.39969,17235.8,0.8566,0.027083875672,1.39E-08,1.12E-07,1.37E-08
HOJHUL_clean,2.22349,3.51182,2237.06,0.35566,2.5055512285,0,0,0
HOJJUN_clean,3.83649,6.86978,11839.8,0.6128,2.4184021067,0,0,2.88E-09
HOJLEY_clean,2.30571,3.21494,1543.21,0.3553,1.3625501007,1.16E-15,0,0
HOJLID_clean,4.78962,7.65834,10971,0.70546,0.34702778287,5.22E-09,2.00E-08,2.94E-08
HOJLUP_clean,4.29109,5.86512,7852.96,0.56808,0.70328289976,0,0,9.81E-09
HOJNIF_clean,2.80556,3.61973,6268.09,0.47718,1.7105073219,0,0,0
HOJNOL_clean,2.75959,3.62183,6276.87,0.47832,1.6726601225,0,0,0
HOJNUR01_clean,2.62944,3.54876,6075.57,0.46724,2.1274713595,2.14E-17,0,0
HOJNUR_clean,2.68651,3.61185,6279.97,0.47894,1.751707226,0,0,0
HOJPAZ_clean,2.70661,3.5942,6259.26,0.47738,1.8326094847,0,0,0
HOJPED_clean,2.68606,3.61296,6209.68,0.47518,2.0104677481,0,0,0
HOJPIH_clean,2.65648,3.61939,6185.13,0.47336,2.1100589443,0,0,0
HOKGUJ_clean,3.29351,8.73661,3833.8,0.56278,0.39113312517,1.74E-08,1.53E-08,5.00E-16
HOKLIE_clean,3.57236,5.18239,10196.9,0.47084,2.2925098729,1.77E-08,0,2.27E-08
HOLQIK_clean,3.08738,11.71695,16356.1,0.64384,0.28259959388,2.41E-08,2.49E-08,2.42E-08
HOMRIL_clean,3.71382,7.95165,3595.72,0.59998,0.20978378593,0,0,0
HOMXIR_manual,22.4968,23.75859,25808.2,0.8414,0.023840432464,0,0,0
HOMZEP_clean,6.5591,8.48491,5822.03,0.58752,4.0879488889,9.44E-09,5.11E-09,1.47E-53
HONXAL_clean,3.29912,5.54848,10150.9,0.48076,185.97954138,0,0,1.33E-70
HOPHUP_clean,2.61455,3.4485,487.472,0.41374,1.6978945766,0,1.63E-10,0
HOPYEQ01_clean,3.05727,3.65535,953.926,0.48016,0.89554150394,2.72E-25,2.88E-08,1.24E-55
HOPYEQ_clean,3.0524,3.67065,958.715,0.4773,0.93976433947,9.51E-26,5.18E-08,5.36E-196
HOQMIL01_clean,4.65123,5.42673,3234.19,0.45794,1.3293426079,0,0,0
HOQMIL02_clean,4.69311,5.48265,3274.39,0.4679,1.249950204,0,0,0
HOQMIL03_clean,4.63936,5.46717,3252.25,0.46324,1.3567879575,0,0,0
HOQMIL04_clean,4.67205,5.53945,1645.05,0.4657,1.2742398907,0,0,0
HOQMIL_clean,4.79332,5.61565,3308.84,0.47358,1.2225265954,0,0,0
HOQMUX_clean,4.04119,4.49103,3031.31,0.4278,1.5920108193,0,0,0
HOQNEI_clean,4.52512,5.06312,3177.57,0.45014,1.3927714672,0,0,0
HOQNOS_clean,4.63177,5.55523,3345.67,0.47686,1.3367949702,0,0,4.57E-08
HORCOH_clean,2.62939,3.69299,1058.61,0.3998,2.8252832617,0,7.43E-79,0
HORCUN_clean,2.67857,3.75511,1072.6,0.40532,1.082450444,0,2.25E-65,0
HORHAY_clean,2.58587,3.85103,6005.63,0.44856,2.3595750004,3.67E-31,2.72E-12,1.04E-14
HORHEC_clean,2.4942,3.91763,6041.21,0.44764,2.6475894555,0,9.33E-13,0
HORHIG_clean,2.44361,3.82276,5949.3,0.4381,2.5957946097,0,0,4.72E-19
HOTFED_clean,2.68622,3.18585,2787.26,0.40792,0.21686503897,0,9.42E-10,0
HOTWUJ_clean,2.96461,4.24162,1018.91,0.45688,1.4514150622,7.92E-71,9.98E-71,0
HOVGEG_clean,4.8399,5.29981,4697.94,0.40466,0.96648524357,0,4.60E-08,0
HOVGIK_clean,3.96957,5.38655,4236.91,0.50522,2.2103289496,1.53E-08,0,7.05E-08
HOVJIN_clean,2.36514,3.45774,867.055,0.3161,1.8689019239,0,3.62E-119,0
HOVQAM_clean,4.71186,8.80913,7209.64,0.68252,0.33931424142,9.17E-08,9.20E-08,9.11E-08
HOVQUG_clean,3.48762,3.93577,11087.8,0.42714,5.6227556659,0,0,0
HOWJEK_clean,3.32804,3.91282,2024.86,0.49792,0.43975721035,8.75E-105,4.38E-96,5.47E-08
HOWPEQ_clean,3.97434,4.85706,2663.92,0.61512,0.17469017475,6.63E-08,7.13E-08,6.81E-08
HOWPIU_clean,2.12948,3.49883,1736.47,0.40662,0.17427373354,0,0,2.74E-64
HOWPOA_clean,6.56756,8.10798,7605.9,0.71792,0.040174757985,0,0,0
HOWPOZ_clean,5.66652,6.62501,3607.95,0.55086,0.35089954259,1.31E-08,0,0
HOWPUF_clean,5.18993,7.81192,3630.23,0.6279,0.17214092064,1.86E-08,1.59E-08,0
HOWQAM_clean,5.04772,6.63084,4654.29,0.64084,0.39930841799,0,0,0
HOWQEQ_clean,3.22087,4.62832,3119.75,0.46178,2.9182383647,2.71E-08,0,0
HOWQOA_clean,2.69148,8.34651,7543.81,0.59852,0.63692072942,0,6.73E-10,0
HOWROC_clean,2.81118,4.18341,6254.04,0.40732,2.6213446726,0,0,0
HOWSAP_clean,4.20368,6.6165,4593.15,0.55456,0.34391081237,0,3.14E-08,2.04E-09
HOWSET_clean,3.64265,6.92673,10936.2,0.53952,1.1545782788,0,0,0
HOWSIX_clean,3.635,6.95383,10988.1,0.54494,1.0621118597,0,0,0
HOXGEH_clean,5.47072,6.83309,2782.78,0.38588,0.10620921219,0,0,0
HOXJIO_charged,4.40222,6.41828,4559.81,0.52088,1.2276356343,1.25E-08,2.45E-09,8.09E-09
HOXKIP_clean,3.32034,5.32599,3177.38,0.50008,1.1103829692,0,7.06E-08,0
HOXKUB_clean,3.7434,6.11569,3315.32,0.53158,1.2378799768,0,7.04E-08,0
HOXRUJ_clean,2.72106,3.8163,1473.65,0.32698,0.75709727788,0,1.23E-10,0
HOXSAQ_clean,3.28254,4.43395,1444.39,0.4235,0.1919934466,0,1.94E-08,0
HOXSIY_clean,2.89731,4.59103,1842.74,0.47786,4.3156765135,1.94E-17,0,5.64E-86
HOXSUK_clean,6.32449,6.58378,5474.63,0.53886,1.4250252144,0,3.56E-08,2.52E-49
HOYREU_clean,5.58965,7.07148,2291.45,0.55162,0.36573535106,0,0,3.83E-08
HOYRIY_clean,5.58869,6.9668,2216.62,0.54184,0.4597735883,0,0,4.24E-08
HOYROE_clean,5.00447,5.95773,2846.09,0.45918,0.51061602618,4.00E-08,0,0
HOYTUL_clean,3.45003,5.3085,1927.65,0.49108,0.17778601556,1.28E-11,3.15E-42,6.51E-08
HOZBUV_clean,7.19065,7.57354,1510.6,0.49004,0.10597779553,0,0,2.96E-08
HOZDIL_clean,2.22989,3.39979,1563.36,0.36144,6.3308978086,0,7.00E-20,2.62E-59
HOZFEJ_clean,7.67759,8.65197,2964.05,0.45878,0.087961625256,1.29E-08,0,0
HOZFIN_clean,11.32377,11.64806,5811.21,0.65112,0.077243947177,3.02E-08,4.23E-08,5.89E-08
HOZTOG_clean,6.2755,8.36959,13993.4,0.61754,0.053582978616,0,0,0
HOZXEB_clean,4.18819,5.03913,6614.08,0.51384,0.62783466551,0,0,3.58E-26
HUBQEC_clean,5.04683,8.47744,5418.89,0.49866,0.086397505178,1.37E-17,6.67E-15,3.14E-09
HUCBAJ_charged,3.50638,5.62217,3410.45,0.50518,5.2662722895,9.21E-09,2.14E-08,0
HUCBEN_manual,3.58918,4.74248,1746.35,0.51956,3.1756405903,0,1.82E-08,6.20E-116
HUCFAO_clean,2.81254,4.57065,2399.06,0.48964,1.1067996636,0,4.96E-09,1.30E-183
HUCLIB_clean,2.67368,3.48155,1769.36,0.31876,2.0038766622,1.40E-09,0,0
HUCSEF_clean,4.00773,13.46431,9892,0.63908,2.9790855747,4.17E-09,4.23E-09,1.85E-66
HUCWOT_clean,3.38409,5.7888,2950.63,0.52576,0.56211239974,0,2.13E-08,0
HUCWUZ_clean,3.37104,6.14857,2933.93,0.5273,0.59903870114,0,2.76E-08,0
HUCXAG_clean,3.38779,6.20245,2931.47,0.52758,0.59597648096,0,2.83E-08,0
HUCXEK_clean,3.38575,6.21172,2942.1,0.52382,0.57218917778,0,2.14E-08,0
HUCXIO_clean,3.41082,6.06864,2936.55,0.52688,0.57858799628,0,2.96E-08,0
HUCXOU_clean,3.40056,6.21474,2928.88,0.52942,0.59128951009,0,2.11E-08,0
HUCXUA_clean,3.38027,6.20686,2925.91,0.5269,0.61386612742,0,2.07E-08,0
HUDCEQ_clean,5.1348,8.76907,2329.36,0.63912,14.002669016,5.00E-09,5.03E-09,1.46E-08
HUDMAW_clean,3.3088,5.72114,2386.92,0.4024,2.9529929217,0,0,1.16E-07
HUDMEA_clean,2.30712,5.71042,2385.07,0.39654,2.7529927989,0,0,1.05E-22
HUDWUA_clean,3.85686,5.54314,1839.47,0.53096,1.1419361706,0,0,8.65E-09
HUFHEX_clean,7.49096,10.63562,10413.4,0.69752,0.11186765321,3.06E-08,1.05E-50,0
HUFHIB_clean,7.07083,9.52475,9257.77,0.66102,0.21707989956,0,1.20E-07,0
HUFHOH_clean,7.45595,11.13491,10578.3,0.70242,0.096928851506,0,1.74E-46,0
HUFHUN_clean,7.78323,11.10074,10723.7,0.708,0.095000463901,0,2.43E-09,0
HUFJAV_clean,6.82264,10.61686,9887.83,0.68104,0.096599952685,1.00E-07,9.66E-30,0
HUFJEZ_clean,6.47737,8.6077,8196.76,0.62218,0.37106615383,0,0,0
HUFJID_clean,2.3576,5.05788,7265.93,0.51472,1.7397958365,0,0,0
HUFKUQ_clean,9.4177,12.57059,17749,0.75496,0.078361779061,0,1.06E-07,1.34E-08
HUFLUR_clean,4.09022,4.53156,1597.03,0.5771,0.26513817575,7.18E-09,1.61E-08,3.47E-08
HUFMUS_clean,3.53413,4.74154,1675.58,0.49004,0.13800290343,1.93E-28,0,3.74E-08
HUFYIS_clean,3.41192,4.23686,3722.39,0.49488,0.42088956359,7.85E-08,1.33E-07,2.22E-08
HUGTOT_clean,5.11369,8.42513,17393.8,0.50886,0.41184620277,0,2.36E-60,1.72E-08
HUHBET_clean,3.74629,5.04351,12425.7,0.44008,0.1752585697,2.87E-08,0,1.25E-07
HUHBUJ_clean,4.82664,5.38455,9587.36,0.38274,2.2359785937,0,0,1.89E-08
HUHJAW_clean,2.18636,3.43566,622.791,0.35372,3.8486313247,6.23E-24,0,0
HUHJOL_clean,3.12413,5.09148,5941.93,0.3905,0.32022195446,1.17E-148,0,0
HUHNIJ_clean,4.94937,5.89915,10164.1,0.49932,0.44100087364,9.60E-09,0,1.46E-70
HUJGEA_clean,4.34485,11.22845,9017.41,0.68076,0.46868153224,0,0,5.24E-09
HUJSEL_clean,6.0523,7.54251,6646.58,0.7004,0.021493344917,0,2.62E-08,1.67E-14
HUJVOX_clean,3.13974,5.06514,2555.16,0.62654,0.46769236056,5.04E-08,9.52E-08,2.57E-08
HUKQUZ_charged,2.37946,4.12893,7399.02,0.35688,2.3678717516,0,0,8.70E-199
HUKRIO_clean,3.02092,4.28883,900.274,0.35968,50.924619235,0,0,1.79E-09
HULCOI_clean,6.78675,16.35111,43096.3,0.76676,0.12328767002,0,0,0
HULRIR_clean,4.43738,9.38792,9277.31,0.61606,0.26099796778,2.50E-08,0,5.79E-08
HULTEN_clean,3.5476,5.07917,4586.01,0.55746,1.6720853688,1.50E-07,0,0
HULTEP_clean,4.77593,7.08001,9609.04,0.66052,0.32661537169,0,0,0
HUMQUC_charged,2.68155,3.13336,2391.26,0.27374,0.16854342585,3.02E-09,0,0
HUMWIX_clean,8.79208,14.59453,11712.2,0.6374,0.60681094414,0,1.83E-10,1.45E-10
HUNBEX_clean,3.09294,5.61058,1107.91,0.57728,0.057501109803,7.51E-08,4.24E-10,0
HUNBIB_clean,2.9131,3.96305,1706.34,0.48328,0.35729703869,0,1.20E-08,8.27E-153
HUNCIE_clean,20.06277,23.81658,42994.7,0.87208,0.025240279281,1.15E-08,1.15E-08,3.44E-09
HUNCUQ_clean,2.91897,4.77565,5673.08,0.4877,7.0766233789,0,0,5.99E-09
HUNFIH_clean,2.23934,3.91701,3224.4,0.37804,0.34066807115,0,0,0
HUNFON_clean,2.24998,3.97217,3277.06,0.38608,0.39678447631,0,0,0
HUPQIU_clean,4.67052,10.73839,29186.3,0.55314,0.29054781952,0,0,0
HUQGOR_clean,7.17249,10.17931,7482.02,0.66796,0.29810272101,1.73E-09,7.58E-09,1.58E-08
HUQGUX_clean,7.20939,10.12317,7568.15,0.67168,0.25821661043,3.39E-08,9.37E-09,1.17E-09
HUQHAE_clean,7.5538,9.97925,7493.93,0.662,0.30454788028,9.02E-09,3.75E-09,1.08E-08
HUQHEI_clean,7.27833,10.2571,7445.89,0.66736,0.28045690092,7.22E-09,6.26E-09,1.15E-08
HUQHIM_clean,8.31999,9.93523,14951.7,0.66618,0.23971014983,0,0,1.58E-08
HUQHOS_clean,7.08429,9.60404,6878.5,0.6494,0.37537441546,0,0,0
HUQHUY_clean,8.37782,11.77143,35006.9,0.70556,0.21295363288,0,0,5.76E-09
HURFEH_clean,4.78399,6.90757,7563.7,0.6012,0.91817304314,0,6.14E-64,0
HURFIL_clean,3.51113,5.1986,7561.46,0.54118,1.7118292264,0,0,0
HURFOR_clean,5.05149,7.00325,7462.19,0.60408,1.0276372994,0,3.88E-213,0
HURFUX_clean,4.6938,6.16396,7531,0.60178,0.9446818737,0,9.09E-21,0
HURGAE_clean,3.17238,5.41703,7516.98,0.53754,2.0416875566,0,0,0
HURGEH_clean,4.98986,7.90067,5200.04,0.62048,0.13600130128,5.50E-08,2.46E-08,0
HURGUX01_clean,3.21894,4.7783,2276.31,0.41528,2.3723790268,0,0,0
HURGUX_clean,3.21388,4.80301,2277.39,0.41782,2.4111314355,0,0,0
HURNOX_clean,2.47144,3.10528,845.27,0.38162,0.085337422897,2.13E-18,0,0
HURQUG_clean,3.06487,5.95135,1342.77,0.4924,0.31136448352,4.87E-08,4.45E-08,2.26E-174
HUSGAE_clean,2.21849,2.94686,833.651,0.3629,0.026837873004,1.31E-21,0,0
HUSJUC_clean,4.56403,5.34367,2060.96,0.41394,1.6021665307,0,0,2.21E-08
HUSQES_clean,2.94084,3.94505,2336.92,0.51038,1.1568232537,0,4.56E-09,3.23E-58
HUTTIA_clean,2.85724,4.36467,5773.81,0.4616,4.5567469996,3.54E-11,0,2.28E-08
HUTZEB_clean,2.24814,3.65575,1704.95,0.45356,2.5175766202,5.67E-26,3.11E-97,0
HUVHIR_clean,3.07916,6.05892,1644.02,0.48776,0.29714494718,4.09E-09,0,6.03E-09
HUVHOX_clean,3.22453,5.17643,2481.53,0.49958,1.2269610147,7.15E-08,1.24E-50,1.14E-62
HUVNAP_clean,7.46415,8.2071,27072.5,0.52026,1.0027781334,0,0,0
HUWDEJ_clean,3.02155,4.54538,1246.63,0.3974,3.0219424223,5.13E-10,0,0
HUWHOY_clean,3.68462,5.48381,3911.01,0.60334,0.90618764842,1.07E-08,0,8.46E-99
HUWLUI_clean,4.30573,8.41675,1828.35,0.60598,0.42853618655,1.64E-08,9.29E-09,1.85E-08
HUWPIA_clean,4.29362,4.9648,10768.3,0.49596,2.9811277004,0,0,0
HUWSUN_clean,3.73376,6.16025,6180.88,0.58558,0.79603393767,1.14E-08,1.14E-08,1.14E-08
HUWZIK_clean,2.47687,3.29072,1373.69,0.4026,1.9952279617,0,0,1.45E-28
HUXDOT_clean,2.58204,4.24534,4058.18,0.46428,1.9263659241,0,0,1.73E-126
HUXHEP01_clean,2.77549,4.20931,2180.36,0.43728,1.9457243107,8.97E-12,6.24E-12,0
HUXHEP_clean,2.71032,4.3677,2202.12,0.44922,2.776221141,3.18E-11,1.95E-11,0
HUXHUF_clean,4.38808,5.81915,4634.26,0.55704,0.61711584515,1.21E-08,0,0
HUXWAY_clean,6.75893,7.93682,2827.79,0.52966,0.043581679195,6.32E-21,6.02E-21,7.70E-08
HUYFAJ_clean,6.39733,12.9209,26092.2,0.62792,0.26344106747,0,0,5.17E-09
HUYJOA_clean,3.55804,6.21355,7998.01,0.5614,0.52927511868,6.10E-08,6.10E-08,9.90E-09
HUYJUG_clean,5.76212,9.22962,8150.56,0.55426,3.0336724777,0,0,0
HUYKAN_clean,6.55247,9.71551,8366.99,0.56288,4.7675816942,0,0,0
HUYKER_clean,7.54428,10.3901,22906.3,0.59796,2.9193884008,0,0,0
HUYKIV_clean,13.58266,13.79438,23684.4,0.74068,1.3691071995,3.67E-07,3.68E-07,3.62E-07
HUYKOB_clean,9.08428,12.05645,23897.1,0.60596,9.5767478248,0,2.52E-08,2.49E-08
HUYKUH_clean,8.6539,11.68585,11699.4,0.62952,10.292502718,0,0,0
HUYXOP_clean,2.07523,4.08211,3916.82,0.34364,2.8503632467,0,0,0
HUYXUV_clean,2.07282,4.1507,3966.22,0.35498,2.1436563366,0,0,0
HUZFEO_clean,3.37191,5.05602,2416.9,0.52306,3.3624415532,8.97E-08,0,1.83E-225
HUZFIS_charged,2.74363,5.25561,3736.1,0.4902,5.8999676864,2.87E-218,1.64E-11,3.39E-10
HUZFOY_charged,4.93404,5.45585,2564.36,0.54722,1.189097609,1.80E-08,1.65E-08,1.76E-08
HUZKUJ_clean,2.86906,4.45068,1547.87,0.45454,11.924079693,0,9.22E-09,3.26E-09
HUZLIY_clean,2.91593,5.02657,3104.24,0.4344,15.536468245,4.52E-09,3.68E-09,0
HUZSOL_clean,7.6128,9.9938,9352.67,0.59318,0.78597831019,7.47E-09,3.19E-51,0
HUZSUR_clean,7.36032,8.78571,4589.7,0.59912,0.72496179135,1.87E-09,5.09E-09,3.04E-09
HUZXAD_clean,7.18825,11.66211,21117.8,0.69666,0.1835610301,5.17E-08,1.69E-09,3.17E-09
HUZXEH_clean,5.99356,10.17819,21116,0.69486,0.24452132441,0,0,7.93E-30
HUZXIL_clean,6.52191,10.33493,21111,0.67894,0.27965280132,0,0,0
HUZXOR_clean,7.74878,11.47904,21126.5,0.68408,0.285561657,0,0,0
HUZXUX_clean,5.86165,8.94572,21122.2,0.64752,0.37918598987,0,0,0
HUZYAE_clean,7.99766,8.95927,21126,0.66028,0.56376054199,0,0,0
HUZYEI_clean,5.8888,8.37511,21163.7,0.65642,0.31378848636,0,0,0
HUZYIM_clean,4.34034,8.18337,20551.9,0.59798,0.838620585,0,0,0
IBABOF01_clean,4.18596,5.70345,4967.86,0.53958,0.71781254666,0,3.46E-39,5.22E-08
IBABOF_clean,4.1667,5.76394,4971.23,0.54028,0.72070487491,0,1.31E-33,5.39E-08
IBABUL_clean,4.14151,5.77728,4989.42,0.54216,0.72469120427,0,1.64E-27,1.24E-09
IBACAS_clean,4.27737,5.5666,4981.35,0.54044,0.75568530614,0,4.41E-28,5.76E-08
IBAPEJ_clean,3.05879,4.01021,1106.49,0.38758,1.3894974169,0,0,0
IBAPOS_clean,6.3389,10.30423,6135.69,0.71494,0.14984335542,5.11E-08,1.08E-08,4.41E-09
IBAQAF_clean,7.84066,10.16239,6119.15,0.7197,0.16486316576,4.63E-08,1.93E-08,1.02E-08
IBAQEJ_clean,8.08353,10.30043,6213.75,0.726,0.15243830902,3.44E-08,4.09E-08,1.69E-08
IBARUA_clean,4.78115,6.73566,2200.06,0.38132,0.56983758006,0,0,5.16E-08
IBASAH_clean,4.847,6.77803,2220.65,0.3917,0.52471151892,0,0,1.06E-07
IBASEL_clean,4.88833,7.03792,2351.73,0.41618,0.46783583231,0,0,7.01E-08
IBASOV_clean,4.8623,6.93372,2305.01,0.4057,0.49148620703,0,0,7.66E-08
IBASUB_clean,4.84534,6.86752,2270.92,0.3975,0.51213005817,0,0,7.69E-08
IBATEM_clean,4.84691,6.83988,2253.86,0.39586,0.49969025848,0,0,9.35E-08
IBEYOE_clean,4.69321,6.09566,1793.36,0.55534,0.074632097873,8.96E-08,9.84E-08,2.21E-08
IBICAZ_clean,9.79731,9.88152,2862.66,0.5268,0.078325872244,1.84E-08,0,0
IBICED_clean,9.87719,9.97239,2865.18,0.51432,0.072572640487,1.71E-08,0,0
IBICIH_clean,9.83322,9.89609,2872.87,0.52646,0.078131936273,1.85E-08,0,0
IBICON_clean,9.93022,10.02167,2870.57,0.51814,0.07568036135,1.73E-08,0,0
IBIRES_clean,3.42333,5.99486,7969.92,0.50904,0.7928146029,0,0,2.53E-08
IBITEU_clean,3.00575,4.47406,5860.83,0.4969,3.8778892893,0,0,0
IBITUK_clean,3.703,4.85943,2050.52,0.47574,0.36184497293,3.94E-08,0,1.64E-150
IBIYOI_ion_b,4.47063,5.3315,8664.9,0.39552,0.82283267845,0,0,0
IBIYUO_clean,4.06432,5.1328,17478.7,0.41494,1.0308030567,0,0,4.11E-07
IBOTAU_clean,2.82234,6.59334,2450.28,0.53974,0.39025412871,1.04E-08,4.47E-09,0
IBOTEY_clean,6.85379,7.40669,18102.3,0.55904,0.69720017289,0,0,4.02E-09
IBOTIC_clean,4.14438,5.64829,6626.13,0.59936,0.70141593673,1.71E-08,5.32E-08,2.63E-08
IBOTOI_clean,5.90174,9.17227,4351.4,0.6936,0.087964000074,1.06E-08,2.26E-08,1.11E-08
IBOWIH_charged,2.66812,4.80109,6413.91,0.4119,2.82395208,0,0,4.50E-17
IBOZIK_clean,3.97903,5.984,3005.66,0.6188,0.41909941239,1.59E-08,9.93E-16,4.77E-08
IBUBAL_clean,6.11541,8.03344,10838.5,0.57302,0.16068449654,0,1.62E-28,6.81E-08
IBUBIT_clean,10.61892,10.94514,8248.29,0.68682,0.077306088116,1.75E-08,1.63E-14,3.73E-08
IBUCOA_clean,3.87495,5.09594,2458.06,0.61544,0.25129191642,3.05E-08,2.18E-08,0
IBUDOZ_clean,3.86767,4.36841,935.22,0.4496,1.8475261234,5.81E-08,0,0
IBURAZ_clean,3.36091,4.74639,1577.82,0.51566,2.0185539231,1.53E-19,0,3.13E-19
IBUYAH_clean,3.64896,4.08145,3662.99,0.3578,0.63906593494,9.51E-08,0,0
ic025743v_s1_clean,3.53742,5.36974,1503.83,0.66164,0.063179831783,1.54E-08,2.68E-07,4.32E-08
ic034943jsi20030807_040506_clean,3.98767,5.17595,3675.27,0.41306,1.4562664562,8.50E-08,1.09E-07,1.25E-07
ic048812_clean,2.6114,4.80122,3404.82,0.4145,1.4848884215,0,0,0
ic049498msi20040906_121120_clean,2.52095,6.65764,8622.69,0.59702,0.53247584669,0,0,0
ic050064gsi20050115_040515_clean,5.14439,7.31143,2512.52,0.66194,0.41221358683,7.72E-09,1.85E-08,1.33E-07
ic051143vsi20050711_050730_clean,2.98729,3.64443,1000.56,0.43744,2.0432178575,0,4.88E-09,6.29E-09
ic051810ksi20060220_094504_clean,5.76029,6.72711,5630.36,0.6392,0.24453719923,0,0,1.61E-07
ic0520162si20051122_054836_clean,5.66688,6.67563,7956.98,0.46544,0.47821930743,0,0,0
ic0520162si20051122_054857_clean,2.39784,4.05412,2027.43,0.37334,0.43813200479,0,0,4.21E-19
ic060004qsi20060102_072436_clean,3.78616,4.79515,2280.79,0.4608,0.044700978647,2.10E-08,1.59E-08,1.25E-153
ic060030osi20060309_091447_clean,4.01424,7.12961,3741.71,0.56656,0.27673162414,5.11E-08,5.11E-08,5.11E-08
